sample_id,generator,seed,size,generation_parameters,file_size,entropy,unique_byte_count,most_common_byte_ratio,zero_byte_ratio,adjacent_repeat_ratio,average_run_length,max_run_length,duplicate_block_ratio,bigram_diversity,segment_entropy_mean,segment_entropy_std
sample_000000,random,20260911,16384,"{""distribution"":""uniform_bytes""}",16384,7.989452068509243,256,0.00543212890625,0.0037841796875,0.004516877250808765,1.00453709380748,2,0.0,0.8820118415430629,7.953369569171775,0.002992463509915348
sample_000001,small_alphabet,20260912,16384,"{""alphabet"":[109,220],""alphabet_size"":2,""distribution"":""uniform""}",16384,0.9999998280173422,2,0.500244140625,0.0,0.49862662516022704,1.9944004869141814,12,0.0068359375,0.00024415552707074406,0.9998573308127283,0.00014525962608866056
sample_000002,repeated_pattern,20260913,16384,"{""pattern_hex"":""903a429f"",""pattern_length"":4}",16384,2.0,4,0.25,0.0,0.0,1.0,1,0.9990234375,0.00024415552707074406,2.0,0.0
sample_000003,long_runs,20260914,16384,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":2048,""min_run_length"":512}",16384,3.370496769009928,11,0.12451171875,0.12396240234375,0.9993896111823232,1489.4545454545455,2040,0.9794921875,0.0012818165171214063,1.6827621759789633,0.258076950533104
sample_000004,structured,20260915,16384,"{""format"":""log"",""group_count"":16,""value_range"":[0,9999]}",16384,4.788529905082713,35,0.087646484375,0.0,0.017029848013184398,1.0173238124805961,3,0.134765625,0.010498687664041995,4.787606410654711,0.007836477050480422
sample_000005,mixed,20260916,16384,"{""segments"":[{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[88,123,124,127,137,223,224,232],""alphabet_size"":8,""distribution"":""uniform""},""size"":3277},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""ac5a588cbb790b3c"",""pattern_length"":8},""size"":3277},{""generator"":""structured"",""parameters"":{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]},""size"":3277},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8},""size"":3277},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":3276}]}",16384,6.606922454675484,256,0.05426025390625,0.0015869140625,0.22364646279680156,1.2880503144654087,32,0.2041015625,0.2243789293780138,5.426848294278217,1.6640236108499433
sample_000006,random,20260917,65536,"{""distribution"":""uniform_bytes""}",65536,7.997165391400772,256,0.0045013427734375,0.00396728515625,0.003585870145723659,1.0035987197745824,3,0.0,0.630457007705806,7.9538318701016895,0.0028140931359512955
sample_000007,small_alphabet,20260918,65536,"{""alphabet"":[25,56,78,80,166,180,183,220],""alphabet_size"":8,""distribution"":""uniform""}",65536,2.9999535157136843,8,0.126800537109375,0.0,0.12362859540703441,1.1410662673677612,6,0.0,0.000976577401388571,2.998794971256601,0.0006924755364205837
sample_000008,repeated_pattern,20260919,65536,"{""pattern_hex"":""fbf82d19672a6fcef60fd8598695b023d282cec9d47ca5a76b909bbf652519fd3eaab5d0cb282dc43d49ac56ba51f866163060b8f68e758f5709bc47db68310e98ef1de0f0da041022ab926d3535cc17731eb6894ad8c0059938a6f007306a51da90c5969a1a2bf4bfa1b8af6ee40206ae94236203aef800cf264b09359e94ac"",""pattern_length"":128}",65536,6.660079882778696,107,0.0234375,0.0078125,0.007812619211108568,1.0078740157480315,2,0.998046875,0.001953154802777142,6.660079882778696,0.0
sample_000009,long_runs,20260920,65536,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":512,""min_run_length"":128}",65536,6.969368582752967,145,0.018829345703125,0.0,0.9967650873579004,307.6807511737089,511,0.91650390625,0.005447470817120622,3.647457763075424,0.1395691839233056
sample_000010,structured,20260921,65536,"{""format"":""jsonl"",""group_count"":16,""value_range"":[0,9999]}",65536,4.548444389956039,31,0.16357421875,0.0,0.012466620889600977,1.0126238044469167,4,0.353271484375,0.0025024795910582134,4.53630891941584,0.012102421134044498
sample_000011,mixed,20260922,65536,"{""segments"":[{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[19,33],""alphabet_size"":2,""distribution"":""uniform""},""size"":13108},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":128,""min_run_length"":32},""size"":13107},{""generator"":""structured"",""parameters"":{""format"":""jsonl"",""group_count"":16,""value_range"":[0,9999]},""size"":13107},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":13107},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""1054775d"",""pattern_length"":4},""size"":13107}]}",65536,6.283005586810414,256,0.1050872802734375,0.000946044921875,0.3010147249561303,1.430635901242114,128,0.382080078125,0.187182421606775,4.32277441484736,2.430358651759477
sample_000012,random,20260923,262144,"{""distribution"":""uniform_bytes""}",262144,7.9993485608341075,256,0.004245758056640625,0.003932952880859375,0.003925338460306016,1.0039407923711774,3,0.0,0.9801483154296875,7.954602274201993,0.004482256054494522
sample_000013,small_alphabet,20260924,262144,"{""alphabet"":[29,74],""alphabet_size"":2,""distribution"":""uniform""}",262144,0.9999997037329913,2,0.5003204345703125,0.0,0.5004596727740203,2.001832732604313,16,0.11456298828125,6.103515625e-05,0.9998728463506822,0.00016596569933933122
sample_000014,repeated_pattern,20260925,262144,"{""pattern_hex"":""bb16d5f17e8a4421fe01a0c48e699b82"",""pattern_length"":16}",262144,4.0,16,0.0625,0.0,0.0,1.0,1,0.99993896484375,0.000244140625,4.0,0.0
sample_000015,long_runs,20260926,262144,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8}",262144,7.985124485116761,256,0.0060577392578125,0.004150390625,0.9500310899013134,20.010992366412214,32,0.2935791015625,0.1847381591796875,6.931279214002627,0.05520745646828406
sample_000016,structured,20260927,262144,"{""format"":""jsonl"",""group_count"":16,""value_range"":[0,9999]}",262144,4.566484619510086,31,0.16144561767578125,0.0,0.012500810626261238,1.0126590102253281,4,0.41290283203125,0.00250244140625,4.548937394258863,0.010694113682061086
sample_000017,mixed,20260928,262144,"{""segments"":[{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[48,100,180,227],""alphabet_size"":4,""distribution"":""uniform""},""size"":52429},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":52429},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8},""size"":52429},{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""f578046ae51a970ee25bcd1b79c91958"",""pattern_length"":16},""size"":52429},{""generator"":""structured"",""parameters"":{""format"":""jsonl"",""group_count"":16,""value_range"":[0,9999]},""size"":52428}]}",262144,6.87632132049597,256,0.055469512939453125,0.00191497802734375,0.243012401628119,1.3210239870993752,32,0.3150634765625,0.569610595703125,5.1191704032352865,2.0961374758766462
sample_000018,random,20260929,1048576,"{""distribution"":""uniform_bytes""}",1048576,7.999821267415837,256,0.004118919372558594,0.0039215087890625,0.0039053000500679494,1.0039206074595899,3,0.0,1.0,7.95445568382886,0.003893779339212079
sample_000019,small_alphabet,20260930,1048576,"{""alphabet"":[11,13,20,25,39,43,90,113,141,157,178,207,214,220,239,254],""alphabet_size"":16,""distribution"":""uniform""}",1048576,3.999992662249049,16,0.06283760070800781,0.0,0.06274420046253248,1.0669445168012504,6,0.0,0.00390625,3.9973631668823777,0.0009007682993751575
sample_000020,repeated_pattern,20260931,1048576,"{""pattern_hex"":""86e0d62b23699fd7"",""pattern_length"":8}",1048576,3.0,8,0.125,0.0,0.0,1.0,1,0.9999847412109375,0.0001220703125,3.0,0.0
sample_000021,long_runs,20260932,1048576,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":512,""min_run_length"":128}",1048576,7.932666434854844,256,0.008191108703613281,0.0053691864013671875,0.9968900650883342,321.4518700183936,512,0.9496917724609375,0.0523834228515625,3.6036553327849195,0.15803245338287822
sample_000022,structured,20260933,1048576,"{""format"":""jsonl"",""group_count"":16,""value_range"":[0,9999]}",1048576,4.578581024376157,31,0.15928936004638672,0.0,0.013747228381374724,1.0139388354424506,5,0.4484710693359375,0.00250244140625,4.555300830565665,0.01177170364800523
sample_000023,mixed,20260934,1048576,"{""segments"":[{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""8945e119837c5dbac5e32617099a172853c7b896d8f60a4424e4406582ffae7637e485f49657911c332aa43b4c2a0a2fb9d06356347e7a1dcb6f2d43ad337a2881d6142e4cc6cae757681a3e45b793ef6886b4da36601d8332fe63f66951bd22e0c2bd2e3c0522fbee1b5e2f8919563f2d12fa7d0e3aa6504d07bdb53804762f"",""pattern_length"":128},""size"":209716},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":2048,""min_run_length"":512},""size"":209715},{""generator"":""structured"",""parameters"":{""format"":""jsonl"",""group_count"":16,""value_range"":[0,9999]},""size"":209715},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[1,5,11,30,42,100,107,127,143,150,182,188,207,216,218,237],""alphabet_size"":16,""distribution"":""uniform""},""size"":209715},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":209715}]}",1048576,7.356430465741661,256,0.036269187927246094,0.00081634521484375,0.21545049233483538,1.2746164879780224,2039,0.47723388671875,0.9594573974609375,4.984932737731452,2.115705434410982
sample_000024,random,20260935,16384,"{""distribution"":""uniform_bytes""}",16384,7.988267412113187,256,0.00518798828125,0.0035400390625,0.003662332906061161,1.0036755697133055,2,0.0,0.8868949520844778,7.954942147259345,0.005554895750287422
sample_000025,small_alphabet,20260936,16384,"{""alphabet"":[9,70,107,168],""alphabet_size"":4,""distribution"":""uniform""}",16384,1.9997137250465578,4,0.25732421875,0.0,0.2483061710309467,1.3303020461188697,6,0.0,0.0009766221082829762,1.9992893706218577,0.00041244851107719005
sample_000026,repeated_pattern,20260937,16384,"{""pattern_hex"":""8b78e75ce9a5719c6c1e301612317aef12c50ff1da867d9f3e48c803d1b725d3b162a2e6d087c6987061a7eec4cc0f39e47c38990f2ab131d72537b41242153391a33490f3d5dc95a213dec19c7091a775196a921a78cf5dc88d3dc414693b4b14e07c36be6f919767657bd749a574f104becb674fa46832af237345d7456ed5"",""pattern_length"":128}",16384,6.570159765557392,102,0.0234375,0.0,0.0,1.0,1,0.9921875,0.00781297686626381,6.570159765557392,0.0
sample_000027,long_runs,20260938,16384,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":2048,""min_run_length"":512}",16384,3.409370426361801,12,0.1668701171875,0.0,0.99920649453702,1170.2857142857142,1710,0.9765625,0.0015259720441921504,1.9178909071516679,0.2104601346558407
sample_000028,structured,20260939,16384,"{""format"":""log"",""group_count"":16,""value_range"":[0,9999]}",16384,4.785480626690541,35,0.08782958984375,0.0,0.018189586766770433,1.0185254258361307,3,0.1474609375,0.010498687664041995,4.783189240272111,0.0051845277189164355
sample_000029,mixed,20260940,16384,"{""segments"":[{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""d1cab35db6d05df650727984951a2f1d1037aa97fada5757514d5c06eb6374ee"",""pattern_length"":32},""size"":3277},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":3277},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[3,42,56,57,93,94,96,213],""alphabet_size"":8,""distribution"":""uniform""},""size"":3277},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":512,""min_run_length"":128},""size"":3277},{""generator"":""structured"",""parameters"":{""format"":""log"",""group_count"":16,""value_range"":[0,9999]},""size"":3276}]}",16384,6.572652375304717,256,0.0489501953125,0.0003662109375,0.23628151132271258,1.309358267401902,486,0.3916015625,0.21162180308856743,5.34200786889584,1.1848575023903647
sample_000030,random,20260941,65536,"{""distribution"":""uniform_bytes""}",65536,7.996559349719931,256,0.00469970703125,0.003265380859375,0.003936827649347677,1.0039523269708017,2,0.0,0.6337071793698024,7.9533610743229435,0.004082694920707246
sample_000031,small_alphabet,20260942,65536,"{""alphabet"":[85,88],""alphabet_size"":2,""distribution"":""uniform""}",65536,0.9999868325382335,2,0.50213623046875,0.0,0.4988784618905928,1.9954935752999208,14,0.03125,6.103608758678569e-05,0.999838731258689,0.00018015229102942906
sample_000032,repeated_pattern,20260943,65536,"{""pattern_hex"":""0843731f90e80dc4763d988e3acc330c"",""pattern_length"":16}",65536,4.0,16,0.0625,0.0,0.0,1.0,1,0.999755859375,0.00024414435034714275,4.0,0.0
sample_000033,long_runs,20260944,65536,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":128,""min_run_length"":32}",65536,7.7139561100850305,243,0.011749267578125,0.00604248046875,0.9876707103074693,81.00865265760197,128,0.75390625,0.015960936903944456,5.435781229150308,0.08721456791272543
sample_000034,structured,20260945,65536,"{""format"":""csv"",""group_count"":16,""value_range"":[0,9999]}",65536,3.4185495975643825,25,0.2136383056640625,0.0,0.04583810177767605,1.0480394038252414,4,0.0,0.002456702525368124,3.385861012370496,0.02994719540352904
sample_000035,mixed,20260946,65536,"{""segments"":[{""generator"":""repeated_pattern"",""parameters"":{""pattern_hex"":""8e3577025f50784f9bba5e636d37bd8a69864fae01bcdc22e787a8003f449997"",""pattern_length"":32},""size"":13108},{""generator"":""small_alphabet"",""parameters"":{""alphabet"":[20,77,150,193],""alphabet_size"":4,""distribution"":""uniform""},""size"":13107},{""generator"":""structured"",""parameters"":{""format"":""jsonl"",""group_count"":16,""value_range"":[0,9999]},""size"":13107},{""generator"":""random"",""parameters"":{""distribution"":""uniform_bytes""},""size"":13107},{""generator"":""long_runs"",""parameters"":{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":32,""min_run_length"":8},""size"":13107}]}",65536,6.95828995172889,256,0.0524749755859375,0.008209228515625,0.2421911955443656,1.3195876288659794,32,0.2724609375,0.19502555886167697,5.433910005055856,1.9115610934869005
sample_000036,random,20260947,262144,"{""distribution"":""uniform_bytes""}",262144,7.999380536194216,256,0.004241943359375,0.003772735595703125,0.004146591745726569,1.0041638416131342,3,0.0,0.9816741943359375,7.954261773674056,0.003161391205796413
sample_000037,small_alphabet,20260948,262144,"{""alphabet"":[71,141],""alphabet_size"":2,""distribution"":""uniform""}",262144,1.0,2,0.5,0.0,0.501424794863872,2.0057077712912874,17,0.11395263671875,6.103515625e-05,0.9998163799171166,0.00020869521687899367
sample_000038,repeated_pattern,20260949,262144,"{""pattern_hex"":""b18b649d68ea1ae56226294954c0b49a"",""pattern_length"":16}",262144,4.0,16,0.0625,0.0,0.0,1.0,1,0.99993896484375,0.000244140625,4.0,0.0
sample_000039,long_runs,20260950,262144,"{""byte_distribution"":""uniform_without_adjacent_run_duplicates"",""max_run_length"":2048,""min_run_length"":512}",262144,6.991861485807311,147,0.022945404052734375,0.01371002197265625,0.9992294282128457,1291.3497536945813,2036,0.97979736328125,0.0053253173828125,1.8125716617440522,0.24872268187984645
sample_000040,structured,20260951,262144,"{""format"":""log"",""group_count"":16,""value_range"":[0,9999]}",262144,4.790941058506178,35,0.087646484375,0.0,0.016254487054775446,1.0165229968629184,4,0.52508544921875,0.00262451171875,4.78918684343964,0.006448881844308642
