sample_id,mode,best_algorithm,best_score,score_gzip,score_bz2,score_lzma,score_zstd
sample_000000,archive,zstd,0.0,0.6014283878285467,1.662398913627932,1.3586813075663748,0.0
sample_000000,balanced,zstd,0.0,1.0018522071796403,2.7522560105378573,2.262438676074096,0.0
sample_000000,fast_access,zstd,0.0,1.3389303406319382,4.082197602235848,2.8205731721269984,0.0
sample_000001,archive,zstd,0.13142189926808293,0.5889066972757748,0.7422032593554266,1.1390094874794057,0.13142189926808293
sample_000001,balanced,zstd,0.09387278519148781,0.8980433014304053,1.2370054322590445,1.8491107167348866,0.09387278519148781
sample_000001,fast_access,zstd,0.056323671114892684,0.7172365604347956,1.6943752114816544,2.299808404249453,0.056323671114892684
sample_000002,archive,zstd,0.0,0.7385395175200946,2.0581147845586596,2.112407534251935,0.0
sample_000002,balanced,zstd,0.0,0.7377877317369324,2.7763051389232816,2.9835957810954676,0.0
sample_000002,fast_access,zstd,0.0,0.8330792680448561,3.3582655585578536,3.67155470652909,0.0
sample_000003,archive,zstd,0.0,0.7516690226206542,1.4109102911711684,1.5081447505293744,0.0
sample_000003,balanced,zstd,0.0,1.185723546430978,1.9200965231031222,2.3655180575716455,0.0
sample_000003,fast_access,zstd,0.0,1.341640537464594,2.3993255090640173,2.665473503239398,0.0
sample_000004,archive,zstd,0.19350587112706155,0.22772358130382597,0.5551236750069946,0.8262953939991111,0.19350587112706155
sample_000004,balanced,zstd,0.18005803499488465,0.25517491536180587,0.912651244622756,1.3771589899985188,0.18005803499488465
sample_000004,fast_access,gzip,0.18548527426775907,0.18548527426775907,1.363816407369688,1.717108391412757,0.21054173226204048
sample_000005,archive,zstd,0.05682781832532998,0.32117792970920145,1.013368569978881,1.2237870492547769,0.05682781832532998
sample_000005,balanced,zstd,0.04059129880380713,0.48659765737071387,1.6358393130081532,2.0396450820912952,0.04059129880380713
sample_000005,fast_access,zstd,0.024354779282284276,0.6237560944864646,2.35280687235269,2.7779631958024487,0.024354779282284276
sample_000006,archive,zstd,0.0,0.45003580327548154,1.53482618370013,1.2485690656535264,0.0
sample_000006,balanced,zstd,0.0,0.7497749456622516,2.5516967471433256,2.080399436274025,0.0
sample_000006,fast_access,zstd,0.0,1.0012627901403275,4.053345257182391,2.7537810823914617,0.0
sample_000007,archive,zstd,0.0,0.7716449106827362,1.0675151007858767,1.336977750824557,0.0
sample_000007,balanced,zstd,0.0,1.1823707842836182,1.765595361732374,2.1501016797892016,0.0
sample_000007,fast_access,zstd,0.0,1.478683472897449,2.60500812974215,2.8433857509011236,0.0
sample_000008,archive,zstd,0.0,1.1216469595364635,2.1860722780230946,1.6667614487277012,0.0
sample_000008,balanced,zstd,0.0,1.155269389574109,2.9277701605462414,2.352884194942746,0.0
